"HAULJOIN","REGION","STRATUM2","YEAR","MONTH","DAY","VESSEL","CRUISE","HAUL","GEAR_TEMP","SURFACE_TEMP","STATIONID2","RLAT","RLONG","STRATUM","STATIONID","RLAT_RACEBASE","RLONG_RACEBASE","CRUISE_TYPE","ECOPATH_PP"
11008089,"BS",31,1999,6,5,89,199901,62,0.4,3.1,"H-03",57.35,-166.48,31,"H-03",57.34777,-166.4836,"Race_Groundfish","MiddleSE"
11012642,"GOA",121,1999,6,6,23,199901,92,4,5.8,"163-100",56.51,-156.53,121,"163-99",56.50809,-156.5318,"Race_Groundfish","Centralshelf"
11005583,"BS",10,1998,6,9,88,199801,1,5.6,5.6,"H-16",57.32,-158.43,10,"H-16",57.32415,-158.43122,"Race_Groundfish","InnerSE"
11006322,"BS",41,1999,7,6,88,199901,163,-1.6,7,"S-26",61,-174.17,41,"S-26",61.00188,-174.1748,"Race_Groundfish","MiddleNW"
11012848,"GOA",22,1999,6,8,23,199901,102,4.1,5.9,"173-96",56.36,-155.69,22,"173-96",56.35665,-155.6903,"Race_Groundfish","Centralshelf"
11010987,"AI",612,1997,7,9,23,199701,110,5.2,6.4,"192-20",51.8,-175.62,612,"192-20",51.79876,-175.6191,"Race_Groundfish","EastMiddle"
11010989,"AI",613,1997,7,10,23,199701,112,4.7,6.9,"184-16",51.64,-176.26,613,"184-16",51.63746,-176.2566,"Race_Groundfish","EastDeep"
11010990,"AI",614,1997,7,10,23,199701,113,4.3,8.5,"182-15",51.58,-176.39,614,"182-15",51.58408,-176.3878,"Race_Groundfish","EastDeep"
11006547,"AI",512,1997,7,8,23,199701,105,4.5,5.9,"201-29",52.21,-174.94,513,"201-29",52.2118,-174.9436,"Race_Groundfish","EastMiddle"
11008349,"BS",61,1999,7,12,21,199909,59,3.2,7.7,"G-25",56.92,-172.62,2,"",56.92133,-172.62067,"Race_Hydro","OuterNW"
11005905,"BS",31,1999,6,2,89,199901,49,-1.5,2.2,"I-05",57.65,-165.26,31,"I-05",57.65423,-165.255,"Race_Groundfish","MiddleSE"
11007530,"BS",10,1999,5,29,89,199901,31,-0.2,0.3,"I-07",57.68,-164.01,10,"I-07",57.67663,-164.0144,"Race_Groundfish","InnerSE"
11007534,"BS",20,1999,6,14,89,199901,90,-0.7,2.8,"N-19",59.35,-169.24,20,"N-19",59.34565,-169.237,"Race_Groundfish","InnerNW"
11009373,"BS",41,1999,6,15,89,199901,93,-0.2,3.2,"K-19",58.34,-169.11,41,"K-19",58.34215,-169.1123,"Race_Groundfish","MiddleNW"
11009250,"BS",31,1998,6,13,89,199801,12,3.6,5.5,"H-11",57.32,-161.54,31,"H-11",57.32312,-161.53633,"Race_Groundfish","MiddleSE"
11006910,"BS",10,1998,6,15,89,199801,17,4.3,4.7,"K-09",58.35,-162.73,10,"K-09",58.34763,-162.7262,"Race_Groundfish","InnerSE"
11015381,"BS",31,1998,6,16,89,199801,21,3.3,7.9,"G-09",57.01,-162.79,31,"G-09",57.00977,-162.78523,"Race_Groundfish","MiddleSE"
11006912,"BS",31,1998,6,19,89,199801,27,3.6,7,"D-07",55.99,-163.98,31,"D-07",55.98912,-163.98488,"Race_Groundfish","MiddleSE"
11008538,"BS",31,1998,6,19,89,199801,28,3.2,7,"E-07",56.35,-164,31,"E-07",56.35282,-163.99733,"Race_Groundfish","MiddleSE"
11013726,"GOA",31,1999,6,26,23,199901,186,6.2,8.9,"232-124",57.61,-150.84,31,"232-124",57.61213,-150.8361,"Race_Groundfish","Centralshelf"
11013928,"GOA",231,1999,6,27,23,199901,190,4.7,8.7,"239-122",57.54,-150.26,231,"239-122",57.53709,-150.2578,"Race_Groundfish","Centralslope"
11007234,"BS",61,1999,7,10,88,199901,183,,7.3,"N-28",59.34,-175.11,61,"N-28",59.33605,-175.10921,"Race_Groundfish","OuterNW"
11006326,"BS",61,1999,7,11,88,199901,184,,,"M-32",59,-177.6,61,"M-32",59.00405,-177.59711,"Race_Groundfish","OuterNW"
11011584,"GOA",10,1999,5,19,23,199901,13,3.4,3.4,"60-41",54,-165.08,10,"60-41",53.99503,-165.0843,"Race_Groundfish","Westshelf"
11006137,"BS",61,1998,7,14,88,199801,133,2.9,7.4,"K-26",58.33,-173.56,61,"K-26",58.33363,-173.56438,"Race_Groundfish","OuterNW"
11008531,"BS",42,1998,7,11,88,199801,120,3.1,8.1,"IH2120",57.51,-169.95,42,"IH2120",57.51012,-169.95217,"Race_Groundfish","MiddleNW"
11007538,"BS",41,1999,6,21,89,199901,118,-1.5,3.9,"M-21",59,-170.47,41,"M-21",59.00287,-170.4651,"Race_Groundfish","MiddleNW"
11009368,"BS",31,1999,6,12,89,199901,77,1.8,3.9,"H-01",57.32,-167.73,31,"H-01",57.32423,-167.73421,"Race_Groundfish","MiddleSE"
11009370,"BS",20,1999,6,13,89,199901,82,0.6,1.1,"M-01",58.99,-167.88,20,"M-01",58.98946,-167.8835,"Race_Groundfish","InnerNW"
11009378,"BS",32,1999,6,17,89,199901,102,3.2,4.4,"F-20",56.68,-169.51,32,"F-20",56.68382,-169.50951,"Race_Groundfish","MiddleSE"
11013932,"GOA",133,1999,6,28,23,199901,196,5.8,10.3,"259-159",59.25,-148.59,133,"259-159",59.25224,-148.5936,"Race_Groundfish","Centralshelf"
11011790,"GOA",210,1999,5,22,23,199901,24,4.4,5.5,"101-43",54.08,-161.7,310,"101-43",54.08427,-161.6968,"Race_Groundfish","Westslope"
11005883,"BS",42,1999,6,27,88,199901,146,2.8,6.1,"G-22",57.01,-170.78,42,"G-22",57.00665,-170.7822,"Race_Groundfish","MiddleNW"
11006041,"BS",10,1999,5,27,88,199901,22,-0.1,0.7,"I-10",57.66,-162.16,10,"I-10",57.65982,-162.1561,"Race_Groundfish","InnerSE"
11007242,"BS",42,1999,6,15,88,199901,93,1.5,4.3,"JI1918",57.84,-168.75,42,"JI1918",57.83987,-168.7451,"Race_Groundfish","MiddleNW"
11008072,"BS",42,1999,6,16,88,199901,95,2.5,4.7,"IH1918",57.49,-168.74,42,"IH1918",57.49253,-168.7393,"Race_Groundfish","MiddleNW"
11009690,"BS",50,1999,6,17,88,199901,101,3.2,5.9,"E-18",56.35,-168.27,50,"E-18",56.34715,-168.2652,"Race_Groundfish","OuterSE"
11005873,"BS",43,1999,6,23,88,199901,126,-0.9,4.6,"O-24",59.67,-172.58,43,"O-24",59.67345,-172.57581,"Race_Groundfish","MiddleNW"
11007545,"BS",61,1999,6,27,89,199901,147,1.5,6.1,"I-24",57.67,-172.2,61,"I-24",57.67491,-172.1996,"Race_Groundfish","OuterNW"
11006418,"BS",61,1999,6,27,89,199901,148,1.9,6.1,"H-24",57.34,-172.14,61,"H-24",57.34168,-172.13741,"Race_Groundfish","OuterNW"
11012381,"GOA",110,1999,5,27,23,199901,47,4.7,5.5,"109-51",54.42,-161,110,"109-51",54.42429,-161.0026,"Race_Groundfish","Westgully"
11006133,"BS",42,1998,7,11,88,199801,122,4.3,7.6,"H-21",57.33,-170.19,42,"H-21",57.3327,-170.18932,"Race_Groundfish","MiddleNW"
11008530,"BS",41,1998,7,10,88,199801,113,2.2,8.2,"M-20",59.02,-169.84,41,"M-20",59.01985,-169.83737,"Race_Groundfish","MiddleNW"
11009396,"BS",10,1999,5,23,88,199901,1,-0.3,0.4,"H-16",57.33,-158.42,10,"H-16",57.33306,-158.41769,"Race_Groundfish","InnerSE"
11007505,"BS",43,2001,7,10,89,200101,169,2.2,7.1,"ON2625",59.49,-173.5,43,"ON2625",59.49027,-173.4951,"Race_Groundfish","MiddleNW"
11007507,"BS",41,2001,7,11,89,200101,173,2.9,5.9,"R-24",60.67,-172.81,41,"R-24",60.67211,-172.8091,"Race_Groundfish","MiddleNW"
11007774,"BS",41,2001,7,11,89,200101,174,2.3,5.5,"S-24",60.99,-172.81,41,"S-24",60.99028,-172.8076,"Race_Groundfish","MiddleNW"
11013150,"GOA",131,2001,7,11,57,200101,219,5.8,12.6,"234-148",58.74,-150.69,131,"234-148",58.73688,-150.68581,"Race_Groundfish","Centralshelf"
11006688,"BS",41,2001,7,4,88,200101,139,0.9,5.2,"O-22",59.68,-171.25,41,"O-22",59.67821,-171.2529,"Race_Groundfish","MiddleNW"
11006452,"BS",41,2001,6,24,88,200101,99,1.5,5.5,"K-18",58.34,-168.47,41,"K-18",58.33521,-168.4689,"Race_Groundfish","MiddleNW"
11007517,"BS",62,2001,7,15,89,200101,192,2.6,7.3,"O-27",59.67,-174.45,62,"O-27",59.67282,-174.451,"Race_Groundfish","OuterNW"
11011279,"GOA",210,2001,6,6,57,200101,69,5.6,7.9,"127-51",54.42,-159.54,210,"127-51",54.42293,-159.54089,"Race_Groundfish","Westslope"
11011622,"AI",213,2000,7,16,23,200001,212,3.5,6.5,"31-46",52.96,172.28,213,"31-46",52.95881,172.2762,"Race_Groundfish","WestDeep"
11011624,"AI",212,2000,7,17,23,200001,214,3.3,7.1,"34-44",52.86,172.45,212,"33-44",52.86028,172.4525,"Race_Groundfish","WestMiddle"
11011629,"AI",212,2000,7,18,23,200001,219,3.4,7.1,"40-36",52.51,172.95,212,"40-36",52.51107,172.9483,"Race_Groundfish","WestMiddle"
11012130,"AI",212,2000,7,18,23,200001,221,3.6,7,"46-35",52.47,173.39,212,"46-35",52.46553,173.39281,"Race_Groundfish","WestMiddle"
11012135,"AI",221,2000,7,20,23,200001,227,4.5,6.6,"82-23",51.97,176.08,221,"82-24",51.97301,176.08411,"Race_Groundfish","WestShallow"
11011061,"AI",321,2000,6,27,23,200001,147,3.8,4.6,"103-24",52,177.65,321,"103-24",51.99648,177.6465,"Race_Groundfish","CentShallow"
11010283,"AI",613,2000,6,16,23,200001,107,4.4,6.3,"181-15",51.6,-176.43,613,"182-15",51.59899,-176.4303,"Race_Groundfish","EastDeep"
11010536,"AI",324,2000,6,20,23,200001,119,4,4.7,"153-16",51.66,-178.54,323,"153-16",51.65652,-178.539,"Race_Groundfish","CentDeep"
11010793,"GOA",13,2001,3,5,31,200102,2,4.4,4.5,"114-62",54.89,-160.61,619,"114-62",54.89073,-160.6099,"Race_Groundfish","Westshelf"
11010794,"GOA",13,2001,3,5,31,200102,3,4.7,4.4,"116-63",54.93,-160.4,619,"116-63",54.93266,-160.3992,"Race_Groundfish","Westshelf"
11007496,"BS",41,2001,6,30,89,200101,129,1.4,5.3,"L-21",58.66,-170.43,41,"L-21",58.65953,-170.43491,"Race_Groundfish","MiddleNW"
11007801,"BS",41,2001,6,30,89,200101,131,1,5.6,"N-21",59.32,-170.53,41,"N-21",59.3208,-170.5322,"Race_Groundfish","MiddleNW"
11011298,"GOA",221,2001,6,10,57,200101,89,5.5,9.7,"142-59",54.76,-158.26,221,"142-59",54.76246,-158.26379,"Race_Groundfish","Centralslope"
11011813,"GOA",122,2001,6,12,57,200101,103,5.5,9.2,"164-70",55.24,-156.49,122,"163-70",55.23946,-156.4879,"Race_Groundfish","Centralshelf"
11011818,"GOA",220,2001,6,13,57,200101,108,5.5,10.5,"161-84",55.83,-156.73,220,"161-84",55.83053,-156.72971,"Race_Groundfish","Centralgully"
11011822,"GOA",120,2001,6,14,57,200101,112,5.2,9,"140-84",55.81,-158.44,120,"140-84",55.80708,-158.4391,"Race_Groundfish","Centralgully"
11011826,"GOA",20,2001,6,15,57,200101,116,6,8.2,"159-100",56.51,-156.87,20,"159-100",56.51177,-156.8741,"Race_Groundfish","Centralshelf"
11010237,"BS",43,2002,7,14,88,200201,173,1.7,6.9,"QP2625",60.17,-173.57,43,"QP2625",60.16733,-173.57249,"Race_Groundfish","MiddleNW"
11010699,"BS",90,2002,7,17,88,200201,186,1.4,7.5,"T-30",61.33,-176.98,90,"T-30",61.32828,-176.97639,"Race_Groundfish","NA"
11010717,"BS",31,2002,6,16,88,200201,72,3.5,7.4,"E-03",56.34,-166.42,31,"E-03",56.34385,-166.4216,"Race_Groundfish","MiddleSE"
11010718,"BS",31,2002,6,17,88,200201,74,3.9,7,"G-05",57.01,-165.22,31,"G-05",57.01187,-165.21629,"Race_Groundfish","MiddleSE"
11011465,"BS",50,2002,6,18,88,200201,78,3.8,7.4,"D-03",56,-166.4,50,"D-03",55.99817,-166.4046,"Race_Groundfish","OuterSE"
11016280,"BS",20,2003,6,23,89,200301,79,5,4.9,"P-01",59.99,-167.98,20,"P-01",59.98616,-167.9798,"Race_Groundfish","InnerNW"
11017375,"BS",20,2003,6,24,89,200301,85,4.4,4.6,"O-01",59.67,-167.99,20,"O-01",59.66914,-167.98621,"Race_Groundfish","InnerNW"
11016285,"BS",20,2003,6,24,89,200301,88,4.4,5.7,"L-01",58.69,-167.87,20,"L-01",58.68547,-167.87469,"Race_Groundfish","InnerNW"
11017380,"BS",50,2003,6,26,89,200301,98,4.6,7.8,"D-18",56,-168.22,50,"D-18",55.99825,-168.22411,"Race_Groundfish","OuterSE"
11010684,"BS",61,2002,7,5,88,200201,144,3.3,7.4,"L-25",58.66,-172.99,61,"L-25",58.65523,-172.991,"Race_Groundfish","OuterNW"
11010685,"BS",61,2002,7,5,88,200201,145,3,7.4,"M-25",58.99,-173.07,61,"M-25",58.98783,-173.0717,"Race_Groundfish","OuterNW"
11012804,"BS",61,2002,7,6,88,200201,153,3.4,8.2,"I-25",57.67,-172.78,61,"I-25",57.66926,-172.7823,"Race_Groundfish","OuterNW"
11010928,"BS",61,2002,7,6,88,200201,154,3.5,7.8,"H-25",57.36,-172.74,61,"H-25",57.36396,-172.7352,"Race_Groundfish","OuterNW"
11010720,"BS",41,2002,6,25,88,200201,105,2.5,6.8,"K-19",58.35,-169.13,41,"K-19",58.34565,-169.1255,"Race_Groundfish","MiddleNW"
11016291,"BS",42,2003,6,27,89,200301,103,4.5,7.2,"F-21",56.67,-170.1,42,"F-21",56.66682,-170.0995,"Race_Groundfish","MiddleNW"
11015597,"BS",43,2003,7,13,89,200301,158,2.9,7.5,"QP2423",60.15,-172.3,43,"QP2423",60.15358,-172.30161,"Race_Groundfish","MiddleNW"
11002113,"BS",82,2003,7,14,89,200301,165,-0.1,8.3,"T-25",61.32,-173.59,82,"T-25",61.32341,-173.58521,"Race_Groundfish","NA"
11017107,"BS",82,2003,7,14,89,200301,166,-0.5,8.4,"U-25",61.66,-173.67,82,"U-25",61.65673,-173.6675,"Race_Groundfish","NA"
10997636,"BS",82,2003,7,15,89,200301,168,0.5,8.3,"V-27",62,-175.17,82,"V-27",62.00316,-175.1675,"Race_Groundfish","NA"
11010167,"BS",50,2002,6,21,88,200201,83,3.7,7.5,"D-01",56,-167.62,50,"D-01",55.99863,-167.616,"Race_Groundfish","OuterSE"
11010712,"BS",10,2002,6,7,88,200201,31,8.5,10.3,"SP-19",59.5,-164,,"SP-19",59.50486,-164.0006,"Race_Groundfish","InnerSE"
11010465,"AI",422,2002,6,14,94,200201,69,4.3,5.2,"160-15",51.59,-178.06,422,"160-15",51.58571,-178.0576,"Race_Groundfish","CentMiddle"
11010468,"AI",422,2002,6,14,94,200201,72,3.7,4.5,"156-14",51.56,-178.37,422,"156-14",51.55738,-178.37061,"Race_Groundfish","CentMiddle"
11010474,"AI",212,2002,6,17,94,200201,82,3.5,5.3,"59-35",52.48,174.35,212,"59-35",52.48247,174.3461,"Race_Groundfish","WestMiddle"
11010480,"AI",213,2002,6,18,94,200201,91,3.8,5.4,"12-45",52.91,170.83,212,"12-45",52.91254,170.8253,"Race_Groundfish","WestDeep"
11012271,"BS",10,2002,6,3,88,200201,9,3.5,3.7,"J-13",58,-160.23,10,"J-13",58.00204,-160.22681,"Race_Groundfish","InnerSE"
11010148,"BS",10,2002,6,7,88,200201,28,4.4,4.4,"M-07",58.99,-164.01,10,"M-07",58.9862,-164.0061,"Race_Groundfish","InnerSE"
11012780,"BS",10,2002,6,9,88,200201,38,3.5,3.7,"H-09",57.34,-162.75,10,"H-09",57.34469,-162.75481,"Race_Groundfish","InnerSE"
11013252,"BS",31,2002,6,9,88,200201,41,2.7,5.9,"E-09",56.33,-162.83,31,"E-09",56.32578,-162.8306,"Race_Groundfish","MiddleSE"
11015161,"AI",412,2002,6,22,94,200201,108,4.1,4.7,"99-19",51.76,177.34,412,"99-19",51.76068,177.336,"Race_Groundfish","CentMiddle"
11015171,"AI",612,2002,6,26,94,200201,118,4.1,6.9,"182-16",51.65,-176.38,612,"182-16",51.65376,-176.3755,"Race_Groundfish","EastMiddle"
11009352,"BS",10,2000,5,27,89,200001,23,1.5,2.3,"I-10",57.65,-162.15,10,"I-10",57.64946,-162.1539,"Race_Groundfish","InnerSE"
11009070,"BS",31,2000,5,28,89,200001,28,2.4,5.1,"D-10",56,-162.25,31,"D-10",56.00194,-162.2516,"Race_Groundfish","MiddleSE"
11009071,"BS",31,2000,5,28,89,200001,29,2.1,5.2,"D-09",56,-162.82,31,"D-09",55.99955,-162.8161,"Race_Groundfish","MiddleSE"
11010806,"GOA",112,2001,3,10,31,200102,18,4.6,4.5,"128-76",55.47,-159.42,619,"128-76",55.47316,-159.4224,"Race_Groundfish","Westgully"
11009398,"BS",10,2000,5,23,88,200001,2,3.9,3.8,"I-16",57.79,-158.02,,"SP-06",57.78822,-158.0199,"Race_Groundfish","InnerSE"
11009405,"BS",31,2000,5,25,88,200001,12,1.1,2.8,"H-13",57.32,-160.3,31,"H-13",57.32467,-160.2966,"Race_Groundfish","MiddleSE"
11008373,"BS",31,2000,5,27,88,200001,22,0.9,3.5,"H-11",57.33,-161.54,31,"H-11",57.33435,-161.54041,"Race_Groundfish","MiddleSE"
11007269,"BS",31,2001,6,21,89,200101,90,2.9,7,"H-01",57.32,-167.73,31,"H-01",57.31638,-167.7332,"Race_Groundfish","MiddleSE"
11007793,"BS",20,2001,6,23,89,200101,102,-0.6,4.2,"N-19",59.34,-169.23,20,"N-19",59.3428,-169.2339,"Race_Groundfish","InnerNW"
11013955,"GOA",133,2001,7,16,57,200101,241,5.8,12.1,"253-162",59.39,-149.11,133,"253-162",59.39214,-149.11011,"Race_Groundfish","Centralshelf"
11012092,"GOA",31,2001,6,23,57,200101,145,5.9,10.9,"207-100",56.55,-152.92,31,"207-100",56.54768,-152.922,"Race_Groundfish","Centralshelf"
11006697,"BS",43,2001,7,10,88,200101,160,1.6,6.7,"ON2524",59.49,-172.86,43,"ON2524",59.49446,-172.8605,"Race_Groundfish","MiddleNW"
11006699,"BS",43,2001,7,11,88,200101,165,0.9,6.2,"P-25",60.01,-173.31,43,"P-25",60.01427,-173.30659,"Race_Groundfish","MiddleNW"
11014940,"GOA",31,2001,2,13,143,200101,9,5.1,5,"224-133",58.02,-151.52,638,"224-133",58.01783,-151.5186,"Race_Groundfish","Centralshelf"
11009087,"BS",10,2000,6,2,89,200001,48,2.2,2.8,"L-08",58.65,-163.34,10,"L-08",58.65428,-163.3432,"Race_Groundfish","InnerSE"
11012050,"GOA",130,2001,2,18,143,200101,20,6,2.5,"212-113",57.11,-152.49,638,"212-113",57.10775,-152.4948,"Race_Groundfish","Centralgully"
11006149,"BS",31,2000,5,29,88,200001,32,3.2,5.8,"B-06",55.35,-164.54,31,"B-06",55.35064,-164.535,"Race_Groundfish","MiddleSE"
11008596,"BS",31,2000,6,1,88,200001,38,2.2,5.4,"E-09",56.33,-162.64,31,"E-09",56.32652,-162.6393,"Race_Groundfish","MiddleSE"
11007797,"BS",50,2001,6,27,89,200101,114,3.9,5.2,"E-19",56.33,-168.87,50,"E-19",56.33308,-168.866,"Race_Groundfish","OuterSE"
11007799,"BS",50,2001,6,27,89,200101,116,3.5,6.5,"E-21",56.34,-170.07,50,"E-21",56.33721,-170.0665,"Race_Groundfish","OuterSE"
11005034,"BS",10,2001,5,29,89,200101,1,4.5,5,"H-16",57.34,-158.41,10,"H-16",57.34358,-158.4057,"Race_Groundfish","InnerSE"
11002345,"BS",10,2001,5,29,89,200101,2,5.1,5.9,"H-16",57.48,-158.07,,"SP-05",57.48403,-158.0658,"Race_Groundfish","InnerSE"
11006984,"BS",10,2001,5,29,89,200101,4,4.4,5.4,"I-16",57.66,-158.36,10,"I-16",57.65924,-158.3647,"Race_Groundfish","InnerSE"
11006985,"BS",10,2001,5,29,89,200101,5,5,5.9,"I-16",57.79,-158.02,,"SP-6",57.78741,-158.01939,"Race_Groundfish","InnerSE"
11006973,"BS",10,2001,5,31,89,200101,12,4.7,4.7,"SP-04",56.36,-160.41,,"SP-04",56.35698,-160.41051,"Race_Groundfish","InnerSE"
11012872,"GOA",22,2001,6,29,57,200101,170,8.5,8.5,"177-91",56.15,-155.38,22,"177-91",56.15148,-155.37711,"Race_Groundfish","Centralshelf"
11006140,"BS",50,2001,6,18,88,200101,73,4.3,8.6,"B-04",55.34,-165.78,50,"B-04",55.3354,-165.782,"Race_Groundfish","OuterSE"
11005594,"BS",10,2000,6,14,89,200001,67,2.3,4.3,"K-04",58.34,-165.92,10,"K-04",58.3437,-165.9196,"Race_Groundfish","InnerSE"
11008838,"BS",31,2000,6,15,89,200001,72,2.1,6.1,"F-04",56.68,-165.84,31,"F-04",56.6756,-165.84219,"Race_Groundfish","MiddleSE"
11015387,"BS",31,2000,6,16,89,200001,75,2.3,6.2,"F-02",56.66,-167.07,31,"F-02",56.65675,-167.0652,"Race_Groundfish","MiddleSE"
11008689,"BS",31,2001,2,20,21,200103,1,3.6,3.5,"C-09",55.73,-162.92,1,"",55.72967,-162.92167,"Race_Hydro","MiddleSE"
11011084,"AI",223,2000,7,7,23,200001,173,3.6,7.2,"86-32",52.34,176.38,223,"86-32",52.34365,176.3799,"Race_Groundfish","WestDeep"
11012689,"BS",50,2000,5,20,23,200001,1,4.1,4.4,"Z-05",54.62,-165.26,,"",54.62018,-165.26421,"Race_Groundfish","OuterSE"
11006146,"BS",20,2001,6,22,88,200101,89,2.7,3.5,"M-02",59,-167.22,20,"M-02",58.9985,-167.2161,"Race_Groundfish","InnerNW"
11009356,"BS",50,2000,6,22,89,200001,96,2.8,6.2,"F-18",56.68,-168.29,50,"F-18",56.67937,-168.2881,"Race_Groundfish","OuterSE"
11009357,"BS",50,2000,6,22,89,200001,98,3.5,6.5,"D-18",56.01,-168.22,50,"D-18",56.01429,-168.21919,"Race_Groundfish","OuterSE"
11008654,"BS",50,2000,6,22,89,200001,99,3.7,6.7,"C-18",55.68,-168.19,50,"C-18",55.67722,-168.1871,"Race_Groundfish","OuterSE"
11012259,"GOA",130,2001,2,25,143,200101,47,5.4,5.3,"218-131",57.95,-151.97,638,"218-131",57.95444,-151.9677,"Race_Groundfish","Centralgully"
11009413,"BS",10,2000,6,13,88,200001,66,2.6,3.1,"J-07",57.98,-164.01,10,"J-07",57.97749,-164.00861,"Race_Groundfish","InnerSE"
11006154,"BS",20,2000,6,18,88,200001,94,2.6,3.4,"O-01",59.67,-167.95,20,"O-01",59.66544,-167.951,"Race_Groundfish","InnerNW"
11006989,"BS",31,2001,6,2,89,200101,25,3.5,4.9,"G-11",57.01,-161.57,31,"G-11",57.00961,-161.57091,"Race_Groundfish","MiddleSE"
11006994,"BS",10,2001,6,4,89,200101,33,3.3,4.4,"H-09",57.32,-162.77,10,"H-09",57.32016,-162.7654,"Race_Groundfish","InnerSE"
11010620,"GOA",10,2001,5,24,57,200101,17,4.8,5.3,"59-41",53.98,-165.1,10,"59-41",53.98216,-165.10429,"Race_Groundfish","Westshelf"
11011284,"GOA",13,2001,6,8,57,200101,74,5.9,7.4,"121-64",54.98,-160.03,13,"121-64",54.97789,-160.0336,"Race_Groundfish","Westshelf"
11011291,"GOA",112,2001,6,9,57,200101,81,5,9.7,"131-77",55.51,-159.2,112,"131-77",55.50609,-159.19501,"Race_Groundfish","Westgully"
11006454,"BS",42,2001,6,24,88,200101,103,,,"IH1918",57.5,-168.74,42,"IH1918",57.50251,-168.74319,"Race_Groundfish","MiddleNW"
11008701,"BS",50,2001,2,28,21,200103,18,4.3,3.7,"B-02",55.35,-166.94,1,"",55.35483,-166.94233,"Race_Hydro","OuterSE"
11008704,"BS",1,2001,3,2,21,200103,22,4,3.9,"",55.04,-167.41,1,"",55.04483,-167.411,"Race_Hydro","InnerSE"
11013216,"AI",523,2000,5,26,23,200001,36,3.8,5.6,"262-46",52.96,-170.4,523,"262-46",52.96163,-170.397,"Race_Groundfish","EastDeep"
11013748,"AI",523,2000,5,31,23,200001,53,3.5,5.3,"243-33",52.4,-171.83,623,"243-33",52.39747,-171.83099,"Race_Groundfish","EastDeep"
11013754,"AI",523,2000,6,2,23,200001,60,3.1,5.4,"219-35",52.5,-173.58,523,"219-35",52.499,-173.5789,"Race_Groundfish","EastDeep"
11010543,"AI",312,2000,6,22,23,200001,127,3.8,4.3,"140-36",52.51,-179.54,312,"140-36",52.50899,-179.536,"Race_Groundfish","CentMiddle"
11012263,"GOA",30,2001,3,1,143,200101,58,4.9,4.7,"211-119",57.38,-152.54,638,"211-119",57.37603,-152.5365,"Race_Groundfish","Centralshelf"
11008614,"BS",50,2000,6,22,88,200001,106,3.4,6.6,"C-01",55.68,-167.59,50,"C-01",55.67612,-167.59151,"Race_Groundfish","OuterSE"
11007785,"BS",31,2001,6,11,89,200101,56,3,5.5,"E-05",56.33,-165.2,31,"E-05",56.3303,-165.19791,"Race_Groundfish","MiddleSE"
11010621,"GOA",10,2001,5,24,57,200101,18,4.8,5,"60-41",54,-165.02,10,"60-41",53.99822,-165.0201,"Race_Groundfish","Westshelf"
11006439,"BS",42,2000,6,24,89,200001,108,,,"JI2019",57.83,-169.37,42,"JI2019",57.82531,-169.3688,"Race_Groundfish","MiddleNW"
11006444,"BS",41,2000,6,26,89,200001,117,-0.4,5.4,"Q-22",60.34,-171.36,41,"Q-22",60.33629,-171.3616,"Race_Groundfish","MiddleNW"
11012392,"GOA",232,2000,3,21,21,200004,17,4.7,4.5,"181-128",57.79,-155.02,1,"",57.7855,-155.0215,"Race_Hydro","Centralgully"
11012396,"GOA",121,2000,3,23,21,200004,23,4.7,3.4,"193-136",58.17,-154.08,1,"",58.1685,-154.07983,"Race_Hydro","Centralshelf"
11012076,"GOA",220,2001,6,17,57,200101,127,,10.1,"170-102",56.6,-155.98,220,"170-102",56.60339,-155.98331,"Race_Groundfish","Centralgully"
11012079,"GOA",35,2001,6,18,57,200101,130,,11.1,"185-121",57.47,-154.7,35,"185-121",57.47405,-154.69839,"Race_Groundfish","Centralshelf"
11013962,"GOA",133,2001,7,18,57,200101,248,5.9,12.2,"232-154",59.03,-150.82,133,"232-154",59.02503,-150.8194,"Race_Groundfish","Centralshelf"
11007286,"BS",61,2001,7,15,88,200101,186,3,7.4,"M-26",59.01,-173.73,61,"M-26",59.01384,-173.7298,"Race_Groundfish","OuterNW"
11015401,"BS",43,2001,7,3,89,200101,147,0.8,5.6,"O-23",59.68,-171.91,43,"O-23",59.68232,-171.9113,"Race_Groundfish","MiddleNW"
11005919,"BS",10,2001,6,7,88,200101,37,3,5.5,"I-08",57.68,-163.35,10,"I-08",57.67767,-163.3461,"Race_Groundfish","InnerSE"
11006167,"BS",31,2001,6,8,88,200101,42,3.3,6.4,"D-08",56.01,-163.41,31,"D-08",56.00504,-163.4063,"Race_Groundfish","MiddleSE"
11013763,"AI",522,2000,6,4,23,200001,70,3.4,5.1,"230-29",52.2,-172.82,522,"229-29",52.20256,-172.82021,"Race_Groundfish","EastMiddle"
11016324,"GOA",130,2001,3,20,21,200104,22,4.9,5,"225-117",57.3,-151.39,2,"",57.29933,-151.38767,"Race_Hydro","Centralgully"
11015405,"BS",519,2001,2,18,134,200101,3,3.9,3.9,"51-51",54.42,-165.78,519,"51-51",54.42457,-165.7773,"Race_Groundfish","BogoHorse"
11007282,"BS",41,2001,6,30,89,200101,133,-0.3,5.3,"P-21",59.99,-170.63,41,"P-21",59.98726,-170.6301,"Race_Groundfish","MiddleNW"
